Country/Region;US;Korea, South;China;Taiwan*;Thailand;Japan;Vietnam;Singapore;France;Nepal;Malaysia;Canada;Australia;Cambodia;Sri Lanka;Germany;Finland;United Arab Emirates;Philippines;India;Italy;Sweden;Russia;United Kingdom;Spain;Belgium;Egypt;Iran;Lebanon;Israel;Iraq;Oman;Afghanistan;Bahrain;Kuwait;Algeria;Croatia;Switzerland;Austria;Pakistan;Brazil;Georgia;Greece;North Macedonia;Norway;Romania;Estonia;San Marino;Denmark;Netherlands;Belarus;Iceland;Lithuania;Mexico;New Zealand;Nigeria;Ireland;Luxembourg;Monaco;Qatar;Ecuador;Azerbaijan;Armenia;Dominican Republic;Czechia;Indonesia;Portugal;Andorra;Latvia;Morocco;Saudi Arabia;Senegal;Argentina;Chile;Jordan;Ukraine;Hungary;Liechtenstein;Poland;Tunisia;Faroe Islands-Denmark;Saint Barthelemy-France;Gibraltar-United Kingdom;Bosnia and Herzegovina;Slovenia;South Africa;West Bank and Gaza;Bhutan;Cameroon;Colombia;Costa Rica;Peru;Serbia;Slovakia;Togo;Holy See;Malta;Martinique-France;French Guiana-France;Bulgaria;Maldives;Bangladesh;Paraguay;Moldova;Albania;Cyprus;Brunei;St Martin-France;Burkina Faso;Mongolia;Panama;Channel Islands-United Kingdom;Bolivia;Reunion-France;Honduras;Congo (Kinshasa);Cote d'Ivoire;Jamaica;Turkey;Cuba;Guyana;French Polynesia-France;Guadeloupe-France;Cayman Islands-United Kingdom;Kazakhstan;Ethiopia;Sudan;Guinea;Kenya;Antigua and Barbuda;Aruba-Netherlands;Uruguay;Ghana;Namibia;Seychelles;Trinidad and Tobago;Venezuela;Eswatini;Gabon;Guatemala;Mauritania;Rwanda;Saint Lucia;Saint Vincent and the Grenadines;Suriname;Curacao-Netherlands;Central African Republic;Congo (Brazzaville);Equatorial Guinea;Uzbekistan;Mayotte-France;Greenland-Denmark;Benin;Liberia;Somalia;Tanzania;Bahamas;Barbados;Montenegro;Gambia;Montserrat-United Kingdom;Kyrgyzstan;Mauritius;Zambia;Djibouti;New Caledonia-France;BermudaUnited Kingdom;Chad;El Salvador;Fiji;Nicaragua;Isle of Man-United Kingdom;Sint Maarten-Netherlands;Madagascar;Haiti;Angola;Cabo Verde;Niger;Papua New Guinea;Zimbabwe;Eritrea;Uganda;Dominica;Grenada;Mozambique;Syria;Timor-Leste;Belize;Laos;Libya;Guinea-Bissau;Mali;Saint Kitts and Nevis;Northwest Territories-Canada;Yukon-Canada;Kosovo;Burma;Anguilla-United Kingdom;British Virgin Islands-United Kingdom;Turks and Caicos Islands-United Kingdom;MS Zaandam;Botswana;Burundi;Sierra Leone;Bonaire, Sint Eustatius and Saba-Netherlands;Malawi;Falkland Islands (Islas Malvinas)-United Kingdom
16;0.033232362;0.448612554;21.25095167;0.671795405;0.358166302;0.173945411;0.102734189;5.127905343;0.168521653;0.034320849;0.494345934;0.185469012;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.808864999;0.027376989;0.002173906;0.049618085;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.009771885;41.82493938;3.223233064;4.967919372;1.765181487;3.524832247;0.128441111;64.64598974;16.15709;0.456089483;4.628200797;75.33546815;27.31391617;0.090541845;0.244637479;6.016293627;9.498175871;3.359934414;129.4906461;2.547083223;59.55364917;2357.725973;138.289376;46.9218562;2.857347558;457.1522346;2.938703422;0.20165551;1.24423685;0.009702164;26.12506901;94.25251367;50.96580195;139.1852215;2.097142592;2.761565362;17.54834146;1.014020212;27.82711072;0.628830531;43.93574437;504.756358;25.97818469;1.029515672;4.911835285;1.552801801;1.747951036;12.4501725;5.096473299;0.320118813;7.556661243;734.3684431;9.379967998;3.29987793;1473.507562;303.7359522;296.8151732;27.12737277;164.0260556;3.405908982;#диаия./0!;2.591989715;1.017107637;3.851982388;22.96766585;9.644589595;19.5711044;32.6028703;1.932664986;1.248439451;203.8306575;117.2504763;60.26476319;28.92733554;24.04984608;0.200377216;3.084456052;27.02057505;42.74102725;102.7035041;237.7256965;206.900119;6.984552132;3.050370773;102.6706656;264.5761318;3.683707928;150.7854245;5.250082108;#диаия./0!;3.639358663;8.780322082;43.02869511;7.063009817;6.356858796;106.7965312;254.9209745;121.724841;12.14270426;0.139174501;0.11402701;0.609162025;0.706696748;71.48035822;430.8487721;87.51399792;4.891716072;4.329166183;81.34462668;55.73466868;4.184844953;7.757523936;3.145029909;1.897790793;1.075347907;5.404479758;49.01240014;9.013881377;13.63716947;48.75284138;0.621147977;#диаия./0!;8.553191944;4.451853843;300.5699833;176.1493747;0.74237825;0.59315722;0.314599519;0.318075646;35.60130606;118.3123097;195.8392908;1.655171501;1001.602564;17.77997132;132.8858723;2.121415114;40.48582996;63.04772713;561.9962105;0.487036785;7.091974429;7.808621834;0.754767793;1481.777663;536.4306372;2.527895507;1.753997008;0.304263289;12.59022243;5.948780013;0.111769008;0.605533608;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;0.033232362;0.468117447;23.69862888;0.671795405;0.358166302;0.19766524;0.133554446;5.640695877;0.168521653;0.034320849;0.556139176;0.185469012;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.808864999;0.027376989;0.002173906;0.049618085;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.019543769;56.5166488;4.688339002;7.047513527;1.765181487;3.524832247;0.179817555;114.5997091;16.85957217;0.54730738;4.628200797;75.33546815;33.53171823;0.126758583;0.710389604;6.266972528;18.22882238;6.719868828;183.7217715;4.626334834;86.69202094;2357.725973;142.7781697;55.96773644;2.857347558;501.1091803;4.408055133;0.317995227;1.658982467;0.009702164;34.2258656;123.0075178;178.3803068;152.3748435;3.287412712;2.761565362;26.32251219;1.935856769;36.97830821;0.829910061;43.93574437;504.756358;37.64185944;1.327533367;4.911835285;1.851417532;2.146218361;12.4501725;6.762628032;0.365850073;8.798852133;734.3684431;11.22953915;4.569061749;1637.230624;303.7359522;296.8151732;28.34658053;184.2286783;4.046624533;#диаия./0!;2.591989715;1.50682613;4.539836386;26.30484806;11.00939001;25.40810045;33.88500565;1.932664986;1.248439451;242.3320039;141.2335283;66.96084799;31.37392611;24.04984608;0.236809437;3.785468791;30.986898;50.73325186;109.3295366;249.1548166;284.4876636;7.271588521;3.35540785;129.3233215;379.6092326;5.2257252;161.9547152;6.865491988;#диаия./0!;3.828908593;8.780322082;67.56062407;10.5062271;10.17097407;106.7965312;264.9178755;121.724841;15.12512285;0.182666533;0.136832412;1.218324051;0.781085879;71.48035822;468.3138827;89.24124788;4.891716072;4.329166183;81.34462668;58.59285682;4.747513182;7.757523936;3.145029909;2.009425545;1.075347907;5.404479758;49.01240014;9.013881377;13.63716947;67.03515689;0.621147977;#диаия./0!;8.553191944;5.139052758;344.5558345;176.1493747;1.072324139;1.186314439;0.314599519;0.33481647;53.40195909;160.0695955;229.2752672;1.655171501;1201.923077;19.92582993;146.2530902;2.121415114;49.5951417;59.54507562;561.9962105;0.547916384;8.633708;13.38620886;0.754767793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;0.033232362;0.468117447;25.57728887;0.713782618;0.458452867;0.19766524;0.133554446;6.837207124;0.168521653;0.034320849;0.556139176;0.185469012;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.808864999;0.027376989;0.002173906;0.049618085;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.019543769;69.32724793;4.688339002;7.047513527;1.765181487;3.524832247;0.179817555;114.5997091;18.73285797;0.592916328;7.7948645;131.6059789;55.9602185;0.14033986;0.710389604;7.520367034;21.87458685;6.719868828;201.0609748;6.393698703;128.9072659;2976.629041;149.1660684;66.23918755;3.809796744;527.4833476;6.244744772;0.411067;1.658982467;0.009702164;45.161941;223.6500324;178.3803068;152.3748435;6.291427777;2.761565362;28.34732082;1.935856769;43.32811871;1.137013343;76.9856235;685.950948;45.59436496;1.706828615;7.87042613;1.851417532;2.832123198;22.70325574;8.330773662;0.663103256;10.66213847;970.4154427;14.16243055;5.076735277;1882.815218;303.7359522;296.8151732;38.40504459;199.1401379;4.619896342;#диаия./0!;2.591989715;2.109556581;5.443873069;31.01616413;11.97991475;28.49827482;34.06816784;2.174248109;1.248439451;249.1263592;151.8926625;77.00497519;34.82793632;24.04984608;0.236809437;5.187494269;36.93638241;60.4629166;120.9250935;260.5839366;284.4876636;8.61109167;3.35540785;156.2077396;506.1456434;6.339404341;204.3980199;9.591496159;#диаия./0!;3.828908593;10.13114086;87.76478402;12.27197956;10.17097407;128.1558375;264.9178755;182.5872615;16.08375739;0.200063345;0.136832412;1.67519557;0.929864142;71.48035822;468.3138827;97.30174769;5.181357155;4.329166183;101.6807833;62.16559199;4.747513182;7.757523936;7.188639793;2.121060298;1.290417489;5.790514026;70.79568909;9.013881377;15.34181565;67.03515689;0.621147977;#диаия./0!;10.69148993;5.407956682;344.5558345;176.1493747;1.072324139;1.186314439;0.314599519;0.33481647;61.03081039;177.4684645;277.0409479;1.655171501;1201.923077;22.07168854;154.1161596;2.121415114;50.60728745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;0.033232362;0.487622341;27.67202256;0.75576983;0.458452867;0.205571849;0.143827865;7.691858014;0.168521653;0.034320849;0.556139176;0.185469012;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.909973123;0.027376989;0.002173906;0.049618085;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.019543769;78.17322856;6.006934346;8.664975649;2.511032819;3.720656261;0.179817555;114.5997091;18.73285797;0.843765544;9.256401593;157.0259221;72.72607762;0.239935889;0.76213984;8.272403737;31.75652741;6.719868828;225.2251837;6.809549025;154.5379504;3212.401639;157.7983641;82.46341146;3.809796744;644.7018693;9.183448194;0.635990453;2.488473701;0.014553245;59.13581512;324.292547;178.3803068;156.8870826;11.27922637;4.339602711;38.80883208;3.134244292;64.80541893;1.349060848;100.0322751;970.6853038;58.84854082;2.086123863;9.881118937;2.269479555;3.495902073;28.0913556;8.330773662;1.074684588;13.56058388;970.4154427;16.75183017;6.345919096;2353.519023;303.7359522;445.2227598;41.45306401;212.608553;6.778096094;#диаия./0!;2.591989715;2.486263114;7.428823178;34.74595602;12.61682161;34.67862358;37.36508731;2.415831232;4.993757803;292.1572757;175.8757145;93.74518719;37.99411235;24.04984608;0.267169621;5.74830446;43.87744756;64.63277292;134.1771586;262.8697606;284.4876636;9.90275542;3.660444927;182.1651088;557.9105388;6.939077725;204.3980199;11.10594292;#диаия./0!;6.255147702;10.80655026;109.28506;15.00889586;10.17097407;128.1558375;284.9116774;213.0184717;18.26731386;0.226158564;0.159637814;1.67519557;1.097239687;71.48035822;515.145271;97.30174769;6.275556803;5.509847869;101.6807833;64.30923309;5.028847297;7.757523936;8.087219767;2.176877674;1.290417489;6.330962002;70.79568909;9.013881377;17.04646184;67.03515689;0.621147977;#диаия./0!;10.69148993;6.125033811;425.1965618;176.1493747;1.319783555;1.384033513;0.440439327;0.33481647;61.03081039;180.9482384;320.0300605;1.655171501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;0.033232362;0.526632128;29.4263186;0.75576983;0.458452867;0.205571849;0.154101284;8.033718371;0.168521653;0.034320849;0.587035796;0.185469012;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.909973123;0.027376989;0.002173906;0.049618085;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.019543769;85.25715653;8.937146223;9.127107683;2.734788219;3.720656261;0.282570444;123.4150713;24.35271536;1.09461476;11.93588627;254.1994324;95.48767443;0.615684546;0.940913382;8.272403737;31.75652741;8.63983135;245.88466;8.213043863;169.6148236;3212.401639;168.6750566;99.50468261;5.397212054;732.6157606;9.918124049;0.721306246;4.147456168;0.038808654;112.8035925;535.1625776;178.3803068;159.6638451;20.80138733;4.339602711;45.89566229;6.637223207;77.78517863;1.645196156;125.5306982;1138.937423;65.74071227;2.600881699;11.25987972;2.806987871;5.885506021;33.06096227;10.97701941;1.669190956;17.28715654;1337.599664;19.79041135;7.530490661;2414.915171;303.7359522;445.2227598;50.59712224;230.8871164;9.340958298;#диаия./0!;2.591989715;2.825298993;9.236896543;39.45727209;14.55787109;43.94914672;39.56303362;2.778205917;4.993757803;303.4812012;175.8757145;93.74518719;42.16770803;29.59981056;0.291457768;7.290532486;49.33114161;68.45514121;148.2574777;274.2988806;284.4876636;10.62034639;3.660444927;208.8177647;621.1787442;8.309759744;250.1921118;14.03387333;#диаия./0!;6.36887766;12.15736904;128.3746713;16.42149782;15.25646111;131.7157219;312.403155;334.7433127;20.23784043;0.252253783;0.159637814;2.284357595;1.506379909;71.48035822;515.145271;100.7562476;6.565197886;5.509847869;101.6807833;67.16742123;5.13434759;7.757523936;9.435089728;2.623416684;1.290417489;6.485375709;70.79568909;18.02776275;17.04646184;67.03515689;1.656394605;#диаия./0!;11.40425593;6.782354513;469.182413;193.7643121;1.319783555;1.977190732;0.440439327;0.33481647;71.20261212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;0.036253486;0.546137022;30.83809268;0.75576983;0.472779519;0.205571849;0.154101284;8.546508905;0.168521653;0.034320849;0.587035796;0.185469012;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.909973123;0.027376989;0.002173906;0.049618085;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.029315654;95.74613221;8.937146223;11.55330086;2.883958486;4.308128302;0.411011554;125.7658346;26.22600116;1.231441605;13.88460239;254.1994324;113.0307588;1.06839377;1.510165979;8.523082639;37.12923295;12.4797564;269.8644093;9.56455741;194.4916644;3507.117385;182.4867296;119.6974217;5.397212054;967.052804;13.2241654;0.915205774;5.806438635;0.038808654;138.3211018;773.1901121;280.3119107;163.1347983;28.67984194;5.22724872;53.99489681;10.32456943;92.91266835;1.879179609;156.9133727;1462.499191;73.69321779;3.115639535;14.67805749;4.001450795;6.659914708;39.02449027;12.44715594;1.669190956;19.35747469;1337.599664;23.806623;9.645797026;2496.776702;303.7359522;445.2227598;53.64514166;253.975828;11.95440331;#диаия./0!;2.591989715;2.825298993;9.649608942;45.34641718;17.5907609;43.94914672;41.39465555;2.778205917;4.993757803;314.8051266;215.8474678;93.74518719;47.63655753;29.59981056;0.291457768;7.851342678;57.2637875;73.6674616;177.24637;288.0138247;284.4876636;11.76849195;3.660444927;229.2128405;810.9833605;9.166436007;275.8814804;14.23579956;#диаия./0!;6.785887507;12.15736904;160.4357326;18.71697601;24.15606343;131.7157219;319.9008307;426.0369435;23.16700154;0.252253783;0.182443216;3.959553164;2.045701112;91.90331771;561.9766592;106.2258725;6.597380229;5.509847869;101.6807833;70.02560937;5.38051494;7.757523936;9.435089728;2.790868813;1.290417489;6.871409978;70.79568909;27.04164413;17.04646184;67.03515689;1.656394605;#диаия./0!;11.40425593;7.947604847;491.1753386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;0.036253486;0.546137022;31.09724215;0.75576983;0.472779519;0.221385069;0.164374703;9.91395033;0.168521653;0.034320849;0.679725659;0.185469012;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.909973123;0.027376989;0.002173906;0.330787231;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.146578271;107.1518515;11.28131572;14.55715909;3.082852174;4.308128302;0.539452665;125.7658346;28.80176913;1.36826845;15.83331851;311.9720307;147.8948632;1.353600582;1.750098891;9.525798243;40.10340923;16.79967207;285.9123953;13.51513547;201.2762573;3507.117385;198.7154454;143.5668734;7.302110426;1198.559384;17.99955846;1.271980906;8.087539528;0.058212981;158.9781331;1070.325155;280.3119107;166.9528468;44.72014879;6.410776733;65.46881238;18.62109844;104.5851141;2.116819054;202.0259674;1721.348605;95.4300662;3.874230031;16.14299082;4.718128549;8.562747482;48.23134053;15.09340169;2.217966065;23.39459508;1337.599664;27.76998976;14.63792005;2701.43053;303.7359522;771.7194503;58.21717077;270.3303321;15.63008726;#диаия./0!;3.887984572;3.428029445;10.59295157;51.62817194;19.25885029;52.30406263;49.27062983;3.01978904;4.993757803;337.4529774;247.8248704;93.74518719;49.79531392;31.44979872;0.291457768;8.271950321;65.19643338;77.48982989;190.498435;290.2996487;387.9377231;12.48608292;3.660444927;273.7111876;810.9833605;9.851777016;313.8570688;17.3656562;#диаия./0!;7.202897354;14.8590066;185.9043568;20.57101609;24.15606343;138.8354906;324.8992812;426.0369435;24.71146831;0.304444221;0.22805402;5.558603481;2.268868506;153.1721962;580.7092145;115.1499973;6.597380229;5.509847869;101.6807833;73.59834454;5.450848469;7.757523936;9.435089728;3.404859952;1.290417489;7.875099076;76.24151132;63.09716964;17.04646184;67.03515689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;0.03927461;0.546137022;41.6132916;0.75576983;0.472779519;0.221385069;0.164374703;11.45232193;0.183841804;0.034320849;0.679725659;0.211964585;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.909973123;0.027376989;0.002173906;1.025440416;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.146578271;119.9505449;13.62548522;17.90761634;3.828703507;4.69977633;0.565140887;133.993506;30.4408942;1.687531088;19.73075076;349.8708551;182.7589676;2.05529988;2.921536052;10.02715605;40.10340923;23.03955027;322.0664789;14.3988174;213.3377559;4243.906752;216.6706203;174.7313899;8.042904238;1386.109019;30.489048;1.57446417;10.78338604;0.106723799;183.4830428;1274.805185;586.1067224;171.4650859;55.60261846;7.101168073;79.30500469;22.58499564;115.4171438;2.50801014;231.6433665;2122.565198;104.4429058;4.605728008;22.03144833;5.136190572;8.562747482;59.73990334;16.85756553;3.315516282;27.01765184;1468.736886;32.26180542;16.66861416;2865.153593;303.7359522;1038.853106;72.23806007;304.0013699;19.7272946;#диаия./0!;3.887984572;3.428029445;11.94900659;57.9099267;20.35069062;75.42314502;53.48336026;3.01978904;7.490636704;341.9825476;247.8248704;93.74518719;51.66623611;31.44979872;0.297529805;8.97296306;73.87276482;84.43959042;217.0025651;294.8712967;387.9377231;13.49071028;4.270519082;273.7111876;989.2846667;10.53711803;344.0141537;22.11092273;#диаия./0!;7.354537298;15.87212069;215.0249065;23.74937051;29.24155046;142.395375;334.8961822;532.5461794;28.27971912;0.33053944;0.22805402;8.452123101;2.343257637;153.1721962;599.4417699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;0.03927461;0.546137022;46.10359469;0.75576983;0.472779519;0.229291678;0.164374703;12.30697282;0.183841804;0.034320849;0.679725659;0.211964585;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;0.909973123;0.027376989;0.002173906;2.56360104;0.099017107;0.013704782;0.132575178;0.042776377;0.086284084;0.478822352;135.2970712;16.11616532;24.60853084;4.077320618;7.637136536;0.565140887;150.4488489;33.2508229;1.983989252;25.57689914;470.8466759;223.5077775;2.268073216;3.730721561;10.77919275;47.49087935;32.15937225;353.0556933;16.0102374;230.6761601;4243.906752;228.92848;211.9070396;8.042904238;1664.503008;52.52932367;1.946751265;21.15202646;0.145532453;227.8349041;1397.812703;586.1067224;173.8947531;61.32725094;8.580578088;84.02955816;28.76130056;130.1711153;2.888233252;293.7222196;2433.184495;117.1669146;6.095816482;25.85176466;5.912591473;11.10723317;68.3190138;20.7779296;4.481663389;31.05477223;1468.736886;36.70077619;19.2069818;2947.015124;506.226587;1632.483453;78.63890084;329.0141409;20.0139305;#диаия./0!;5.18397943;5.2362208;13.7963859;61.63971859;25.84022118;84.80811906;57.5129285;3.01978904;7.490636704;353.306473;247.8248704;143.9658232;57.4229198;33.29978688;0.309673879;9.113165608;87.50699994;89.99939885;265.0413009;299.4429447;387.9377231;13.77774667;4.270519082;305.2308502;1110.069422;11.30812666;358.5342316;22.41381208;#диаия./0!;8.264376964;15.87212069;248.0582338;25.42683534;29.24155046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;0.03927461;0.546137022;47.5313485;0.75576983;0.472779519;0.339984213;0.164374703;12.81976336;0.183841804;0.034320849;0.679725659;0.211964585;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;1.314405623;0.027376989;0.002173906;3.787513794;0.099017107;0.013704782;0.19149748;0.12832913;0.086284084;0.53745366;151.5484353;16.11616532;25.18619589;4.773448528;9.39955266;0.565140887;163.3780468;34.65578725;2.052402675;31.179458;611.6962705;265.1448448;3.304777341;4.803362817;12.28326616;50.84882032;40.7992036;390.6854538;19.07713353;245.7530333;5157.525567;240.841048;245.3476163;8.572042674;1723.112269;65.75348907;2.450890039;21.15202646;0.19404327;269.1489668;1755.652755;586.1067224;182.572136;66.48508813;9.172342094;89.42904784;36.13599302;154.4498025;3.264800372;347.5631206;2899.113441;129.3607564;7.450442367;29.06887315;6.27093035;13.0321919;84.22175515;23.03213895;7.088345155;35.50595625;1468.736886;43.27996501;23.52220678;3172.134335;506.226587;1662.16497;98.45102701;351.1408229;21.58199751;#диаия./0!;5.18397943;5.2362208;15.68307115;64.78059597;28.81245319;89.84395878;61.54249674;3.623746848;7.490636704;382.7486791;341.0922948;143.9658232;60.73301293;35.14977504;0.327889989;9.673975799;104.8596628;96.25418332;294.8584472;304.0145927;568.9753272;14.44749825;4.270519082;341.8492818;1334.383969;11.90780005;373.0543096;26.65426301;#диаия./0!;9.287946588;17.89834886;283.7830777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;0.03927461;0.565641915;48.99036699;0.839744256;0.487106171;0.466489966;0.164374703;13.16162371;0.183841804;0.034320849;0.679725659;0.211964585;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;1.314405623;0.027376989;0.002173906;5.325674418;0.099017107;0.013704782;0.19149748;0.278046449;0.086284084;0.576541199;165.9425007;17.58127126;28.88325216;5.171235905;9.39955266;0.616517332;167.4918825;37.23155522;3.169821909;50.17944022;759.7096673;312.4445533;3.513023584;7.273260446;13.53666066;59.86729034;55.19892252;439.9361696;22.50789869;265.3529684;5511.184463;250.3365732;277.1540984;8.572042674;1898.940052;76.7736269;2.846445077;32.1427853;0.213447597;316.7411467;2129.467809;789.9699302;186.3901844;79.52137992;12.03253479;97.86575046;44.98562396;179.7556649;3.824167065;418.5664218;3455.639682;148.4467696;9.346918605;31.71149798;7.107054396;15.26691411;99.86293825;24.11023907;8.140164114;42.23449024;1468.736886;49.19859271;26.39902344;3253.995866;506.226587;1929.298626;112.1671144;363.6472083;22.35760055;#диаия./0!;5.18397943;7.270436075;17.80559206;68.11777819;32.30027647;103.0058126;66.48787594;4.106913094;7.490636704;425.7795956;359.7457796;170.7501624;65.77011115;35.14977504;0.340034063;10.79559618;125.1870679;105.63636;327.9886099;306.3004167;568.9753272;15.21292862;4.270519082;387.7382023;1506.93362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;0.03927461;0.585146809;50.32502152;0.923718681;0.501432823;0.521836233;0.164374703;13.84534443;0.183841804;0.034320849;0.679725659;0.238460158;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;1.314405623;0.027376989;0.002173906;7.492330781;0.198034213;0.013704782;0.19149748;0.320822826;0.172568167;0.586313084;178.4792673;19.48590898;35.12203463;5.320406172;10.18284871;0.616517332;179.2456988;41.21228754;4.583699307;61.87173697;863.584799;397.7172672;3.961205717;9.051586738;15.29141297;66.67911343;65.27872576;483.4686375;29.9412232;278.1683107;5511.184463;274.6796469;324.4844782;9.101181111;2159.751262;100.6505922;3.14117236;42.51142572;0.24740517;368.383725;2321.167837;840.9357321;190.5553282;90.40384958;16.27351017;111.0270066;53.55870393;212.8120313;4.222670134;507.0263357;3986.280981;161.7009455;10.89119211;34.5551921;7.764009005;16.48384205;111.8946176;25.38435739;10.86117403;46.27161063;1626.101553;54.29812461;26.39902344;3438.184311;607.4719044;2048.024695;128.0168153;385.7738903;22.81284581;#диаия./0!;5.18397943;8.777262205;20.93041451;73.61431361;40.12513218;121.3179571;73.26487707;4.348496218;7.490636704;443.8978763;367.7401303;170.7501624;69.79978974;35.14977504;0.370394247;12.8986344;146.5060537;115.7135128;352.8362318;308.5862407;620.7003569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;0.03927461;0.604651703;51.55962907;0.923718681;0.501432823;0.58508911;0.164374703;14.35813496;0.183841804;0.034320849;0.679725659;0.238460158;0.58823797;0.059812315;0.046700059;0.190967381;0.180481959;1.314405623;0.027376989;0.002173906;10.83328181;0.693119747;0.013704782;0.22095863;0.684422028;0.690272669;0.654716277;192.5042541;23.00216323;49.33259469;5.792778682;10.77032076;1.027528886;196.2887325;44.02221623;5.245029058;76.73069742;1016.220004;496.7579714;4.400333665;10.57116185;17.54752308;71.28428961;71.03861333;528.1078631;41.27314447;304.5528388;6130.087531;297.6415532;374.2076393;9.101181111;2350.23136;109.8340404;3.684091039;58.68650478;0.315320314;429.5447393;2563.987872;1070.281841;195.0675673;103.3267823;17.95017485;137.3495188;66.28004841;245.6816386;4.697949024;584.6984552;4322.78522;183.9679609;12.97731598;37.31271366;8.480686759;18.14328924;128.1112288;26.26643931;12.53036498;50.92982646;1783.466219;61.06227054;33.33722832;3458.649694;607.4719044;2048.024695;139.904091;404.5334685;23.26809107;#диаия./0!;6.479974287;11.52721989;22.81709976;77.73671517;42.88506191;134.0220073;78.02709408;4.710870902;8.739076155;457.4865868;381.0640481;190.8384168;72.3902974;35.14977504;0.425042578;13.45944459;186.4171783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;0.03927461;0.604651703;51.84309552;0.965705894;0.501432823;0.664155206;0.164374703;14.35813496;0.183841804;0.034320849;0.679725659;0.238460158;0.58823797;0.059812315;0.046700059;0.190967381;0.360963918;1.314405623;0.027376989;0.002173906;14.68695305;0.693119747;0.013704782;0.294611507;0.962468478;1.121693087;0.781750779;206.6959216;23.88122679;61.11696157;6.613215148;12.92438491;1.027528886;221.5594376;44.25637696;6.02038118;93.05119496;1141.239906;586.5830047;4.812299059;12.01546389;18.80091759;78.76770091;84.95834161;568.8734369;47.09504898;405.5678893;6130.087531;324.0563779;433.6770067;9.94780261;2608.112108;131.5069781;4.537248964;76.31319349;0.339575723;489.0855942;2925.022924;1070.281841;204.7862361;109.0514148;20.61311288;143.0864765;79.18576021;263.0502379;5.169571922;628.4380578;4788.714166;199.3428049;15.06343984;41.73623783;9.675149683;23.32076446;143.2292954;26.85449392;14.74833105;54.34585141;1783.466219;67.48292469;35.7909837;3540.511225;607.4719044;2404.202903;162.4594347;431.4702988;24.65068778;#диаия./0!;6.479974287;19.1743625;24.90031472;81.66281189;48.37459246;168.9295327;82.42298671;4.831662464;8.739076155;482.3992227;386.3936152;204.2305864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
