Country/Region;US;Spain;Italy;Germany;France;China;Iran;United Kingdom;Turkey;Switzerland;Belgium;Netherlands;Canada;Austria;Portugal;Brazil;Korea, South;Israel;Sweden;Australia;Norway;Russia;Ireland;Czechia;Chile;Denmark;Poland;Romania;Malaysia;Ecuador;Japan;Philippines;India;Pakistan;Luxembourg;Saudi Arabia;Indonesia;Thailand;Finland;Peru;Mexico;Greece;Panama;Serbia;South Africa;United Arab Emirates;Dominican Republic;Argentina;Iceland;Colombia;Qatar;Algeria;Ukraine;Singapore;Croatia;Egypt;Estonia;Slovenia;New Zealand;Morocco;Iraq;Lithuania;Armenia;Moldova;Diamond Princess;Bahrain;Hungary;Bosnia and Herzegovina;Cameroon;Tunisia;Kazakhstan;Azerbaijan;Lebanon;Latvia;Bulgaria;North Macedonia;Kuwait;Slovakia;Andorra;Belarus;Costa Rica;Cyprus;Uruguay;Taiwan*;Reunion-France;Albania;Jordan;Burkina Faso;Afghanistan;Cuba;Oman;Uzbekistan;Honduras;Channel Islands-United Kingdom;San Marino;Cote d'Ivoire;Vietnam;Senegal;West Bank and Gaza;Nigeria;Malta;Ghana;Montenegro;Mauritius;Faroe Islands-Denmark;Sri Lanka;Georgia;Venezuela;Congo (Kinshasa);Martinique-France;Kyrgyzstan;Niger;Bolivia;Brunei;Kosovo;Guadeloupe-France;Mayotte-France;Kenya;Isle of Man-United Kingdom;Cambodia;Guinea;Trinidad and Tobago;Rwanda;Gibraltar-United Kingdom;Paraguay;Liechtenstein;Bangladesh;Madagascar;Monaco;Aruba-Netherlands;French Guiana-France;Guatemala;El Salvador;Jamaica;Barbados;Djibouti;Uganda;Togo;Mali;French Polynesia-France;Zambia;Ethiopia;Cayman Islands-United Kingdom;BermudaUnited Kingdom;Eritrea;Bahamas;St Martin-France;Guyana;Sint Maarten-Netherlands;Congo (Brazzaville);Gabon;Burma;Tanzania;Haiti;Maldives;Libya;Guinea-Bissau;New Caledonia-France;Equatorial Guinea;Benin;Syria;Antigua and Barbuda;Mongolia;Namibia;Saint Lucia;Dominica;Fiji;Grenada;Curacao-Netherlands;Greenland-Denmark;Sudan;Seychelles;Suriname;Liberia;Angola;Mozambique;Laos;Nepal;Eswatini;Chad;Zimbabwe;Saint Kitts and Nevis;MS Zaandam;Central African Republic;Holy See;Saint Vincent and the Grenadines;Somalia;Cabo Verde;Saint Barthelemy-France;Mauritania;Montserrat-United Kingdom;Yukon-Canada;Bhutan;Nicaragua;Turks and Caicos Islands-United Kingdom;Gambia;Belize;Northwest Territories-Canada;Botswana;Sierra Leone;Malawi;Anguilla-United Kingdom;British Virgin Islands-United Kingdom;Burundi;Bonaire, Sint Eustatius and Saba-Netherlands;Papua New Guinea;Timor-Leste;Falkland Islands (Islas Malvinas)-United Kingdom;Recovered-Canada;Diamond Princess-Canada;;;;;;;;;;;;;;;;;;;;;;
18/02/2020;13;2;3;16;12;74211;0;9;0;0;1;0;8;0;0;0;31;0;1;15;0;2;0;0;0;0;0;0;22;0;74;3;3;0;0;0;0;35;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;81;0;1;0;0;0;0;0;0;0;0;542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
19/02/2020;13;2;3;16;12;74619;2;9;0;0;1;0;8;0;0;0;31;0;1;15;0;2;0;0;0;0;0;0;22;0;84;3;3;0;0;0;0;35;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;84;0;1;0;0;0;0;0;0;0;0;621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
20/02/2020;13;2;3;16;12;75077;5;9;0;0;1;0;8;0;0;0;104;0;1;15;0;2;0;0;0;0;0;0;22;0;94;3;3;0;0;0;0;35;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;84;0;1;0;0;0;0;0;0;0;0;634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
21/02/2020;15;2;20;16;12;75550;18;9;0;0;1;0;9;0;0;0;204;1;1;15;0;2;0;0;0;0;0;0;22;0;105;3;3;0;0;0;0;35;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;85;0;1;0;0;0;0;0;0;0;0;634;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
22/02/2020;15;2;62;16;12;77001;28;9;0;0;1;0;9;0;0;0;433;1;1;15;0;2;0;0;0;0;0;0;22;0;122;3;3;0;0;0;0;35;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;85;0;1;0;0;0;0;0;0;0;0;634;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
23/02/2020;15;2;155;16;12;77022;43;9;0;0;1;0;9;0;0;0;602;1;1;15;0;2;0;0;0;0;0;0;22;0;147;3;3;0;0;0;0;35;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;89;0;1;0;0;0;0;0;0;0;0;691;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
24/02/2020;51;2;229;16;12;77241;61;13;0;0;1;0;10;0;0;0;833;1;1;15;0;2;0;0;0;0;0;0;22;0;159;3;3;0;0;0;0;35;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;89;0;1;0;0;0;0;1;0;0;0;691;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;30;0;0;0;0;1;0;2;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
25/02/2020;51;6;322;17;14;77754;95;13;0;1;1;0;11;2;0;0;977;1;1;15;0;2;0;0;0;0;0;0;22;0;170;3;3;0;0;0;0;37;1;0;0;0;0;0;0;13;0;0;0;0;0;1;0;91;1;1;0;0;0;0;1;0;0;0;691;23;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0;0;0;31;0;0;0;0;1;0;2;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
26/02/2020;57;13;453;27;18;78166;139;13;0;1;1;0;11;2;0;1;1261;2;2;15;1;2;0;0;0;0;0;1;22;0;189;3;3;2;0;0;0;40;2;0;0;1;0;0;0;13;0;0;0;0;0;1;0;93;3;1;0;0;0;0;5;0;0;0;705;33;0;0;0;0;0;0;2;0;0;1;26;0;0;0;0;0;0;32;0;0;0;0;1;0;4;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
27/02/2020;58;15;655;46;38;78600;245;15;0;8;1;1;13;3;0;1;1766;3;7;15;1;2;0;0;0;1;0;1;23;0;214;3;3;2;0;0;0;40;2;0;0;3;0;0;0;13;0;0;0;0;0;1;0;93;3;1;1;0;0;0;7;0;0;0;705;33;0;0;0;0;0;0;2;0;0;1;43;0;0;0;0;0;0;32;0;0;0;0;1;0;4;0;0;0;1;0;16;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28/02/2020;60;32;888;48;57;78928;388;20;0;8;1;1;14;3;0;1;2337;4;7;15;6;2;0;0;0;1;0;3;23;0;228;3;3;2;0;0;0;41;2;0;1;4;0;0;0;19;0;0;1;0;0;1;0;93;5;1;1;0;1;0;7;1;0;0;705;36;0;0;0;0;0;0;2;0;0;1;45;0;0;1;0;0;0;34;0;0;0;0;1;0;4;0;0;0;1;0;16;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
29/02/2020;68;45;1128;79;100;79356;593;23;0;18;1;6;20;9;0;2;3150;7;12;25;15;2;1;0;0;3;0;3;25;0;241;3;3;4;1;0;0;42;3;0;4;4;0;0;0;21;0;0;1;0;1;1;0;102;6;1;1;0;1;0;13;1;0;0;705;41;0;0;0;0;0;0;4;0;0;1;45;0;0;1;0;0;0;39;0;0;0;0;1;0;6;0;0;0;1;0;16;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
01/03/2020;74;84;1694;130;130;79932;978;36;0;27;2;10;24;14;0;2;3736;10;14;27;19;2;1;3;0;4;0;3;29;6;256;3;3;4;1;0;0;42;6;0;5;7;0;0;0;21;1;0;3;0;3;1;0;106;7;2;1;0;1;0;19;1;1;0;705;47;0;0;0;0;0;3;10;0;0;1;45;0;0;1;0;0;0;40;0;0;0;0;1;0;6;0;0;0;1;0;16;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
02/03/2020;98;120;2036;159;191;80136;1501;40;0;42;8;18;27;18;2;2;4335;10;15;30;25;3;1;3;0;4;0;3;29;6;274;3;5;4;1;1;2;43;6;0;5;7;0;0;0;21;1;0;6;0;3;3;0;108;7;2;1;0;1;1;26;1;1;0;705;49;0;0;0;0;0;3;13;1;0;1;56;0;1;1;0;0;0;41;0;0;0;0;1;0;6;0;0;0;8;0;16;1;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
03/03/2020;118;165;2502;196;204;80261;2336;51;0;56;13;24;30;21;2;2;5186;12;21;39;32;3;2;5;0;6;0;3;36;7;293;3;5;5;1;1;2;43;6;0;5;7;0;0;0;27;1;1;11;0;7;5;0;110;9;2;2;0;1;1;32;1;1;0;706;49;0;0;0;0;0;3;13;1;0;1;56;0;1;1;0;0;0;42;0;0;0;0;1;0;12;0;0;0;10;0;16;2;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
04/03/2020;149;222;3089;262;285;80386;2922;85;0;90;23;38;33;29;5;4;5621;15;35;52;56;3;6;8;1;10;1;4;50;10;331;3;28;5;1;1;2;43;6;0;5;9;0;0;0;27;1;1;26;0;8;12;1;110;10;2;2;0;3;1;35;1;1;0;706;52;2;0;0;1;0;3;13;1;0;1;56;0;1;6;0;0;0;42;0;0;1;0;1;0;15;0;0;0;16;0;16;4;0;1;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
05/03/2020;217;259;3858;482;377;80537;3513;115;0;114;50;82;37;41;8;4;6088;20;94;55;87;4;6;12;4;10;1;6;50;13;360;3;30;5;1;5;2;47;12;0;5;31;0;0;1;29;1;1;34;0;8;12;1;117;10;3;3;2;3;2;35;1;1;0;706;55;2;2;0;1;0;6;16;1;0;1;58;0;1;6;0;0;0;44;0;0;1;0;1;0;16;0;0;0;21;0;16;4;4;1;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
06/03/2020;262;400;4636;670;653;80690;4747;163;0;214;109;128;49;55;13;13;6593;37;101;60;108;13;18;18;4;23;5;9;83;13;420;5;31;6;2;5;4;48;15;1;6;45;0;1;1;29;2;2;43;1;8;17;1;130;11;15;10;7;4;2;40;1;1;0;706;60;2;2;1;1;0;6;22;1;0;3;58;1;1;6;1;0;0;45;0;0;1;0;1;0;16;0;0;0;21;0;16;4;7;1;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
07/03/2020;402;500;5883;799;949;80770;5823;206;0;268;169;188;54;79;20;13;7041;43;161;63;147;13;18;19;4;23;5;9;93;13;461;6;34;6;2;5;4;50;15;1;6;46;0;1;1;45;2;8;50;1;8;17;1;138;12;15;10;7;5;2;54;1;1;0;706;85;4;3;1;1;0;9;22;1;0;3;61;1;1;6;1;0;0;45;0;0;1;0;1;0;16;0;0;0;23;0;18;4;16;1;3;0;0;0;1;1;4;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
08/03/2020;518;673;7375;1040;1126;80823;6566;273;0;337;200;265;64;104;30;20;7314;61;203;76;176;17;19;31;8;35;11;15;99;14;502;10;39;6;3;11;6;50;23;6;7;73;0;1;3;45;5;12;50;1;15;19;1;150;12;49;10;16;5;2;60;1;1;1;706;85;7;3;2;2;0;9;32;2;4;3;64;3;1;6;5;0;0;45;0;0;1;0;4;0;16;0;0;0;36;0;30;4;16;1;3;0;0;0;2;1;13;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;1;3;0;1;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
