Country/Region;US;Korea, South;China;Taiwan*;Thailand;Japan;Vietnam;Singapore;France;Nepal;Malaysia;Canada;Australia;Cambodia;Sri Lanka;Germany;Finland;United Arab Emirates;Philippines;India;Italy;Sweden;Russia;United Kingdom;Spain;Belgium;Egypt;Iran;Lebanon;Israel;Iraq;Oman;Afghanistan;Bahrain;Kuwait;Algeria;Croatia;Switzerland;Austria;Pakistan;Brazil;Georgia;Greece;North Macedonia;Norway;Romania;Estonia;San Marino;Denmark;Netherlands;Belarus;Iceland;Lithuania;Mexico;New Zealand;Nigeria;Ireland;Luxembourg;Monaco;Qatar;Ecuador;Azerbaijan;Armenia;Dominican Republic;Czechia;Indonesia;Portugal;Andorra;Latvia;Morocco;Saudi Arabia;Senegal;Argentina;Chile;Jordan;Ukraine;Hungary;Liechtenstein;Poland;Tunisia;Faroe Islands-Denmark;Saint Barthelemy-France;Gibraltar-United Kingdom;Bosnia and Herzegovina;Slovenia;South Africa;West Bank and Gaza;Bhutan;Cameroon;Colombia;Costa Rica;Peru;Serbia;Slovakia;Togo;Holy See;Malta;Martinique-France;French Guiana-France;Bulgaria;Maldives;Bangladesh;Paraguay;Moldova;Albania;Cyprus;Brunei;St Martin-France;Burkina Faso;Mongolia;Panama;Channel Islands-United Kingdom;Bolivia;Reunion-France;Honduras;Congo (Kinshasa);Cote d'Ivoire;Jamaica;Turkey;Cuba;Guyana;French Polynesia-France;Guadeloupe-France;Cayman Islands-United Kingdom;Kazakhstan;Ethiopia;Sudan;Guinea;Kenya;Antigua and Barbuda;Aruba-Netherlands;Uruguay;Ghana;Namibia;Seychelles;Trinidad and Tobago;Venezuela;Eswatini;Gabon;Guatemala;Mauritania;Rwanda;Saint Lucia;Saint Vincent and the Grenadines;Suriname;Curacao-Netherlands;Central African Republic;Congo (Brazzaville);Equatorial Guinea;Uzbekistan;Mayotte-France;Greenland-Denmark;Benin;Liberia;Somalia;Tanzania;Bahamas;Barbados;Montenegro;Gambia;Montserrat-United Kingdom;Kyrgyzstan;Mauritius;Zambia;Djibouti;New Caledonia-France;BermudaUnited Kingdom;Chad;El Salvador;Fiji;Nicaragua;Isle of Man-United Kingdom;Sint Maarten-Netherlands;Madagascar;Haiti;Angola;Cabo Verde;Niger;Papua New Guinea;Zimbabwe;Eritrea;Uganda;Dominica;Grenada;Mozambique;Syria;Timor-Leste;Belize;Laos;Libya;Guinea-Bissau;Mali;Saint Kitts and Nevis;Northwest Territories-Canada;Yukon-Canada;Kosovo;Burma;Anguilla-United Kingdom;British Virgin Islands-United Kingdom;Turks and Caicos Islands-United Kingdom;MS Zaandam;Botswana;Burundi;Sierra Leone;Bonaire, Sint Eustatius and Saba-Netherlands;Malawi;Falkland Islands (Islas Malvinas)-United Kingdom
21;12;28;44386;18;33;26;15;50;11;1;19;7;15;1;1;16;1;9;3;3;3;1;2;9;2;1;3;8042;61;100;116;22;16;214;112;54;57;2200;1018;236;321;34;387;26;1463;184;258;119;1057;2051;51;330;36;118;28;8;683;484;11;470;506;53;160;112;995;514;1600;113;139;115;511;67;301;746;127;73;187;51;901;114;122;3;15;176;528;709;59;2;75;491;231;580;384;226;23;4;139;81;28;331;16;48;56;231;212;214;126;11;246;12;989;141;107;247;141;98;179;36;13531;212;19;37;128;28;435;29;8;52;110;9;60;369;205;14;10;98;153;9;21;50;6;89;13;3;10;11;8;22;16;266;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;12;28;44759;18;33;28;16;58;11;1;22;7;15;1;1;16;1;9;3;3;20;1;2;9;2;1;15;9000;77;126;124;22;21;214;123;60;65;2700;1332;299;372;38;418;35;1550;260;267;119;1151;2460;69;409;49;164;39;12;785;670;11;481;789;65;194;202;1120;579;2060;133;180;143;562;79;387;922;154;97;226;51;1051;173;132;3;26;191;562;927;84;3;91;539;263;635;457;269;25;4;149;93;28;346;17;48;59;263;223;230;127;15;261;12;1181;141;115;281;172;109;190;44;15679;233;19;39;130;28;464;35;10;73;122;15;62;400;205;14;10;103;155;9;21;61;6;102;14;7;10;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;13;28;59895;18;33;28;16;67;12;1;22;8;15;1;1;16;1;9;3;3;62;1;2;9;2;1;15;10075;93;155;154;24;22;228;130;74;81;3028;1646;454;621;40;418;48;1746;277;283;144;1255;2994;76;473;83;203;52;22;906;798;23;494;981;72;235;245;1236;686;2362;164;197;170;767;86;387;1142;172;145;261;56;1221;197;140;3;35;237;632;1170;91;3;91;608;295;671;659;292;25;6;151;93;28;359;17;49;64;298;243;262;129;15;282;14;1181;172;123;308;219;134;194;47;18135;269;23;40;134;35;531;38;10;111;126;15;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;13;28;66358;18;33;29;16;72;12;1;22;8;15;1;1;16;1;9;3;3;155;1;2;9;2;1;49;11364;110;213;164;39;22;256;142;87;105;4075;2013;501;793;43;495;67;1914;308;306;144;1326;3631;76;568;143;251;102;30;1125;875;23;501;1082;87;249;312;1394;790;2995;188;221;225;900;99;502;1306;212;196;300;56;1389;227;144;5;55;258;684;1187;98;4;139;702;314;852;741;314;25;6;156;93;43;399;18;51;65;353;259;320;131;15;288;14;1317;193;132;321;222;134;218;47;20921;288;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;13;28;68413;18;33;43;16;75;12;1;22;8;15;1;1;16;1;13;3;3;229;1;2;13;6;1;55;12729;110;218;192;48;22;278;148;90;128;5294;2388;730;1021;49;530;85;2118;367;326;175;1395;4204;81;588;179;316;102;40;1329;1099;23;526;1173;93;265;392;1654;893;3544;224;244;275;1012;105;589;1610;235;310;343;56;1638;278;155;5;56;323;730;1280;109;4;139;798;330;950;785;336;30;6;169;128;43;422;19;54;69;423;277;356;133;22;302;14;1475;232;139;334;264;154;245;53;23934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;13;29;70513;20;34;59;16;77;12;1;22;8;15;1;1;16;1;13;3;3;322;1;2;13;13;1;59;13938;120;250;208;48;24;285;159;139;206;6575;2814;776;1546;54;624;115;2385;433;352;187;1450;4749;81;648;209;367;155;44;1564;1333;31;537;1403;122;290;488;1925;1046;4268;267;280;345;1104;119;690;1909;246;356;408;56;1862;312;159;5;65;368;756;1326;116;4;193;906;347;1065;900;363;34;6;188;135;51;457;19;56;77;505;304;396;134;22;318;14;1673;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;13;30;72434;22;35;66;16;81;12;1;22;9;15;1;1;16;1;13;3;3;453;2;2;13;15;2;60;14991;133;304;214;52;24;305;176;201;254;7474;3582;875;1924;61;695;136;2621;576;369;187;1591;5560;86;737;274;405;205;51;1819;1453;33;549;1595;165;329;581;2279;1155;5170;308;305;402;1203;130;745;2139;259;475;447;62;2055;312;168;6;69;420;802;1353;119;4;233;1065;375;1323;1060;400;36;6;196;138;51;485;19;61;92;591;333;426;135;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;13;31;74211;22;35;74;16;84;12;1;22;9;15;1;1;16;1;13;3;3;655;7;2;15;32;8;67;16169;157;427;233;55;40;334;188;230;315;8795;4474;972;2247;70;743;148;2863;794;404;208;1724;6412;86;802;299;475;283;65;2121;1605;42;562;1823;182;407;719;2631;1285;5962;334;347;479;1299;142;820;2449;268;548;492;68;2311;394;169;6;69;459;841;1380;134;5;306;1161;396;1414;1171;426;39;7;202;143;57;503;19;70;96;752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;13;31;74619;23;35;84;16;84;12;1;22;9;15;1;1;16;2;13;3;3;888;7;2;20;45;13;80;17361;163;529;266;66;40;377;189;264;382;9877;5283;1063;2554;75;821;177;3084;906;538;208;1877;7431;94;890;358;585;368;70;2415;1831;42;590;1924;209;424;859;2817;1414;6408;370;376;556;1453;162;1054;2738;274;645;525;68;2554;423;173;6;81;533;897;1462;161;5;509;1267;416;1595;1476;450;40;7;213;145;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;13;104;75077;24;35;94;16;85;12;1;22;10;15;1;1;17;2;13;3;3;1128;12;2;23;84;23;109;18407;187;712;316;84;74;392;191;302;442;10897;5588;1201;2985;79;892;201;3369;1029;575;223;2046;8603;94;963;394;717;451;89;2615;1950;46;634;1962;273;482;901;3001;1528;7443;376;398;617;1563;175;1054;3031;278;794;585;75;2946;455;177;6;88;579;934;1505;194;5;555;1406;435;1746;1624;471;41;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;15;204;75550;26;35;105;16;85;12;1;22;11;15;1;1;27;2;19;3;3;1694;14;2;36;120;50;110;19644;248;883;346;99;84;419;195;367;495;11811;6909;1373;3417;83;966;219;3755;1292;645;224;2201;9762;94;1020;460;848;514;111;2910;1988;49;693;2240;298;532;1109;3308;1677;8251;390;446;654;1720;190;1133;3404;299;897;623;75;3383;495;179;6;95;624;977;1585;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;15;433;77001;26;35;122;16;89;12;1;22;11;15;1;1;46;3;21;3;3;2036;15;3;40;165;109;150;20610;267;1071;382;109;94;458;208;409;586;12928;7657;1495;3904;90;1061;241;4015;1452;679;224;2395;10866;152;1086;491;993;589;131;3235;2178;52;781;2748;359;571;1284;3508;1790;9034;428;458;708;1885;195;1265;3737;310;1072;678;77;3627;553;181;6;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15;602;77022;28;35;147;16;89;14;1;22;13;15;1;1;48;6;21;3;5;2502;21;3;51;222;169;196;21638;318;1238;458;131;110;466;225;454;657;14076;8271;1597;4256;91;1156;259;4284;1815;715;230;2577;11750;152;1135;537;1094;647;135;3447;2319;55;835;3163;400;663;1380;3858;1986;9886;439;493;791;2039;207;1451;4161;323;1225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;51;833;77241;30;35;159;16;91;18;1;23;14;15;1;1;79;6;21;3;5;3089;35;3;85;259;200;196;23049;333;2369;506;152;110;476;235;511;713;14829;8788;1717;4579;103;1212;285;4445;2109;745;236;2860;12595;163;1220;581;1215;708;174;3849;2487;60;949;3368;443;736;1488;4091;2092;10524;466;509;919;2179;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;51;977;77754;31;37;170;16;93;38;1;23;20;25;1;1;130;6;27;3;28;3858;94;4;115;400;239;256;24811;368;2693;547;167;120;499;255;584;790;15922;9618;1938;5717;110;1314;329;4641;2245;779;236;3107;13614;304;1319;649;1378;797;184;4273;2612;64;1075;3465;521;770;1488;4472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;57;1261;78166;32;40;189;16;93;57;1;25;24;27;1;1;159;6;27;3;30;4636;101;13;163;500;267;285;27017;391;3035;630;179;170;515;266;716;867;16605;10180;2118;6836;117;1415;354;4863;2460;858;245;3386;14697;351;1364;696;1510;868;210;4604;2729;66;1325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;58;1766;78600;32;40;214;16;93;100;1;29;27;30;1;1;196;12;29;5;31;5883;161;13;206;673;314;294;29406;412;3619;694;192;174;567;289;847;963;17768;10711;2421;8044;134;1544;384;5147;2738;961;245;3757;15723;440;1417;771;1688;950;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;60;2337;78928;34;41;228;16;102;130;1;29;30;39;1;1;262;15;29;6;34;7375;203;17;273;1073;314;327;32332;438;4247;728;210;237;569;317;986;1011;18827;11129;2686;9056;155;1613;430;5370;3183;1039;259;4077;16627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;68;3150;79356;39;42;241;16;106;191;1;36;33;52;1;1;482;15;45;10;39;9172;248;17;321;1695;559;366;35408;446;4695;772;231;273;643;342;1171;1079;19606;11524;2818;10360;162;1673;483;5550;3613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;74;3736;79932;40;42;256;16;108;204;1;50;37;55;1;1;670;23;45;20;43;10149;355;20;382;2277;689;402;38309;470;5358;820;252;281;672;417;1251;1126;20505;11781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;98;4335;80136;41;43;274;16;110;285;1;50;49;60;1;1;799;30;45;33;56;12462;500;20;456;2277;886;456;41495;479;6092;878;277;299;688;479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;118;5186;80261;42;43;293;16;110;377;1;83;54;63;2;1;1040;40;74;49;62;12462;599;28;456;5232;1058;495;44605;494;6857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;149;5621;80386;42;43;331;16;117;653;1;93;64;76;2;1;1176;59;74;52;73;17660;814;45;798;6391;1243;536;47593;508;7428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;217;6088;80537;44;47;360;16;130;949;1;99;77;91;2;1;1457;59;85;64;82;21157;961;59;1140;7798;1486;576;50468;520;7851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;262;6593;80690;45;48;420;18;138;1126;1;117;79;107;3;2;1908;155;85;111;102;24747;1022;63;1140;9942;1795;609;53183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;402;7041;80770;45;50;461;30;150;1209;1;129;108;128;3;2;2078;225;85;140;113;27980;1103;90;1543;11748;2257;656;55743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;518;7314;80823;45;50;502;30;150;1784;1;149;117;128;5;6;3675;244;98;142;119;31506;1190;114;1950;13910;2815;710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;583;7478;80860;45;50;511;31;160;2281;1;149;193;200;7;10;4585;277;98;187;142;35713;1279;147;2626;17963;3401;779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;959;7513;80887;47;53;581;38;178;2281;1;197;198;250;7;18;5795;321;98;202;156;41035;1439;199;2689;20410;3743;865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;1281;7755;80921;48;59;639;39;178;3661;1;238;252;297;7;28;7272;336;113;217;194;47021;1639;253;3983;25374;4269;985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;1663;7869;80932;49;70;639;47;200;4469;1;428;415;377;33;44;9257;400;140;230;244;53578;1763;306;5018;28768;4937;1070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;2179;7979;80945;50;75;701;53;212;4499;1;566;478;452;35;51;12327;450;140;307;330;59138;1934;367;5683;35136;6235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;2727;8086;80977;53;82;773;56;226;6633;1;673;657;568;37;60;15320;523;153;380;396;63927;2046;438;6650;39885;7284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;3499;8162;81003;59;114;839;61;243;7652;1;790;800;681;51;73;19848;626;153;462;499;69176;2286;495;8077;49515;9134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;4632;8236;81033;67;147;839;66;266;9043;1;900;943;791;53;77;22213;700;198;552;536;74386;2526;658;9529;57786;10836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;6421;8320;81058;77;177;878;75;313;10871;1;1030;1277;1071;84;82;24873;792;248;636;657;80589;2840;840;11658;65719;11899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;7783;8413;81102;100;212;889;85;345;12612;1;1183;1469;1549;87;97;29056;880;333;707;727;86498;3069;1036;14543;73235;12775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;13677;8565;81156;108;272;924;91;385;14282;1;1306;2088;1682;91;102;32986;958;333;803;887;92472;3447;1264;17089;80110;13964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;19100;8652;81250;135;322;963;94;432;16018;2;1518;2790;2044;96;102;37323;1041;405;1075;987;97689;3700;1534;19522;87956;15348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;25489;8799;81305;153;411;1007;113;455;19856;2;1624;3251;2364;96;106;43938;1167;468;1418;1024;101739;4028;1836;22141;95923;16770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;33276;8961;81435;169;599;1101;123;509;22304;3;1796;4038;2810;99;106;50871;1240;570;1546;1251;105792;4435;2337;25150;104118;18431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;43847;8961;81498;195;721;1128;134;558;25233;3;2031;4678;3143;99;113;57695;1352;611;2084;1397;110574;4947;2777;29474;112065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;53740;9037;81591;215;827;1193;141;631;29155;4;2161;5571;3640;103;117;62095;1418;664;2311;1998;115242;5568;3548;33718;119199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;65778;9137;81661;235;934;1307;153;683;32964;5;2320;6275;3984;107;122;66885;1446;814;2633;2543;119827;6131;4149;38168;126168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;83836;9241;81782;252;1045;1387;163;732;37575;5;2470;7393;4361;109;143;71808;1518;1024;3018;2567;124632;6443;4731;41903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
